topicId,topicName,visibility,summaries
cerlz5dgpxgt,Newgale,TRUE,0
cp29jzedmert,New Ferry,TRUE,47
c1kr68g2dnwt,New Ferry,TRUE,0
cdd52egw8nzt,Newent,TRUE,1
c51z9ypg6nnt,Newenden,TRUE,1
c90ek8r5lr5t,New Earswick,TRUE,9
c27968gyr4pt,Newdigate,TRUE,1
czm9g68528kt,New Delph,TRUE,5
cxrlk4yw8ydt,New Deer,TRUE,0
cjkm52r6j11t,Dailly,TRUE,0
c0n168gw5ggt,New Cumnock,TRUE,0
c27968gyrgpt,New Cross,TRUE,16
cwdnmry51l0t,Newchurch,TRUE,2
c51z9ypg6nlt,Newchurch,TRUE,5
cerlz5dgpxzt,Newchurch,TRUE,0
c0n168gw5dgt,Newchurch,TRUE,0
czm9g68524kt,Newchurch,TRUE,0
cjkm56d0w1mt,Newchurch,TRUE,3
cdd52egw8nmt,Newchapel,TRUE,0
cjkm56d0wdmt,New Chapel,TRUE,0
cerlz5dgpdzt,New Channelkirk,TRUE,0
cr0mejz7ng6t,Newcastle upon Tyne,TRUE,22
cmgm2706dwjt,Newcastle under Lyme,TRUE,16
c4y268p9m1xt,Newcastleton,TRUE,0
ck7rdn2xe1yt,Newcastle Emlyn,TRUE,0
cgmxjyd1z4zt,Newcastle,TRUE,0
cllmrkzw5jlt,Newcastle,TRUE,0
c8zwn8k9720t,Newby Wiske,TRUE,0
c1kr68g2d9wt,Newbyth,TRUE,0
cp29jzedmgrt,Newby Head,TRUE,0
c90ek8r5l75t,Newby Bridge,TRUE,0
czm9g6852lkt,Newby,TRUE,0
cxrlk4yw87dt,Newby,TRUE,0
cy4ngm8yp77t,Newby,TRUE,0
c27968gyr1pt,Newbury,TRUE,1
c0n168gw5mgt,Newburn,TRUE,3
cwdnmry51e0t,Newburgh,TRUE,1
cjkm56d0wzmt,Newburgh,TRUE,0
c51z9ypg6plt,New Buildings,TRUE,14
cwdnmry51y0t,New Buckenham,TRUE,0
cerlz5dgp0zt,Newbrough,TRUE,0
c27968gyrgdt,New Brighton,TRUE,48
c51z9ypg60lt,Newbridge on Wye,TRUE,0
cdd52egw8zmt,Newbridge,TRUE,0
czm9g68528nt,New Bridge,TRUE,0
cr0mejz7n86t,Newbridge,TRUE,1
c4y268p9mzxt,Newbridge,TRUE,0
cdd52egw8gmt,New Brancepeth,TRUE,2
cn1mzljernlt,Newbourne,TRUE,1
c680ypken15t,Newbottle,TRUE,4
c0n168gw5gpt,New Boston,TRUE,13
c7yjn8g6kwrt,Newborough,TRUE,0
ck7rdn2xe0yt,Newborough,TRUE,0
cmgm2706dyjt,Newborough,TRUE,6
cwdnmry51yrt,New Bolingbroke,TRUE,0
cllmrkzw54lt,Newbold Verdon,TRUE,0
cgmxjyd1zwzt,Newbold on Stour,TRUE,0
c8zwn8k97e0t,Newbold on Avon,TRUE,0
c1kr68g2dywt,Newbold,TRUE,8
cjkm56d0wdxt,New Bilton,TRUE,0
cxrlk4yw8gdt,Newbigging,TRUE,0
cy4ngm8ypl7t,Newbigging,TRUE,0
c27968gyrppt,Newbiggin-by-the-Sea,TRUE,0
cwdnmry5170t,Newbiggin,TRUE,0
c0n168gw54gt,Newbiggin,TRUE,0
czm9g6852rkt,Newbiggin,TRUE,0
cerlz5dgpdmt,New Bewick,TRUE,0
cdd52egw8gdt,New Bedfont,TRUE,5
cerlz5dgpnzt,Newbattle,TRUE,1
cr0mejz7nznt,New Barnet,TRUE,9
cjkm56d0wymt,Newball,TRUE,0
c51z9ypg67lt,Newarthill,TRUE,3
crr7mlg0v75t,Newark on Trent,TRUE,3
c51z9ypg6p5t,New Alresford,TRUE,0
c680ypken0mt,New Aberdour,TRUE,0
cn1mzljermet,New Abbey,TRUE,0
cllmrkzw5r7t,Nefyn,TRUE,1
cmgm2706d09t,Nevern,TRUE,0
c4y268p9mpdt,Nevendon,TRUE,4
cllmrkzw5m7t,Nettleton,TRUE,1
ck7rdn2xer1t,Nettleton,TRUE,0
c90ek8r5lekt,Nettleham,TRUE,9
c8zwn8k97wwt,Nettlecombe,TRUE,0
cp29jzedm9nt,Nettlebed,TRUE,0
cy4ngm8ypn9t,Netley,TRUE,15
c4y268p9m2dt,Nether Worton,TRUE,0
c27968gyr9dt,Netherwitton,TRUE,0
cr0mejz7nmnt,Nether Whitacre,TRUE,1
cn1mzljer6et,Nether Wallop,TRUE,0
cxrlk4yw8l0t,Nethertown,TRUE,0
c0n168gw51pt,Netherton,TRUE,23
ck7rdn2xe61t,Nether Stowey,TRUE,0
cllmrkzw5g7t,Nether Silton,TRUE,0
cgmxjyd1z79t,Nether Poppleton,TRUE,9
cwdnmry51nrt,Nethermuir,TRUE,0
c1kr68g2d7gt,Nether Monynut,TRUE,0
cp29jzedmnnt,Nether Kinmundy,TRUE,3
c90ek8r5lykt,Nether Kellet,TRUE,1
cxrlk4yw8j0t,Nether Hutton,TRUE,0
c27968gyrkdt,Nether Edge,TRUE,24
czm9g6852ent,Nether Cerne,TRUE,1
cjkm56d0wgxt,Nether Button,TRUE,2
c51z9ypg6z5t,Netherbury,TRUE,0
cdd52egw85dt,Netherburn,TRUE,1
cwdnmry510rt,Nether Broughton,TRUE,5
cmgm2706dm9t,Netheravon,TRUE,0
cerlz5dgp6mt,Nether Alderley,TRUE,3
cdd52egw8ldt,Neston,TRUE,1
c4y268p9mkdt,Nerquis,TRUE,2
cmgm2706d49t,Nenthorn,TRUE,1
ck7rdn2xed1t,Nenthead,TRUE,0
cn1mzljerzet,Nelson,TRUE,3
c680ypkenymt,Nelson,TRUE,7
c7yjn8g6knwt,Neilston,TRUE,6
cgmxjyd1zj9t,Neepsend,TRUE,24
c1kr68g2d6gt,Neenton,TRUE,0
c8zwn8k97nwt,Neen Savage,TRUE,0
cp29jzedmjnt,Needingworth,TRUE,1
c90ek8r5lkkt,Needham Market,TRUE,3
cxrlk4yw8k0t,Needham,TRUE,0
cy4ngm8ypg9t,Nedsherry,TRUE,0
c27968gyr6dt,Nedd,TRUE,0
czm9g6852gnt,Necton,TRUE,0
c0n168gw56pt,Neaton,TRUE,0
cwdnmry51mrt,Neatishead,TRUE,0
cerlz5dgpzmt,,TRUE,4
c51z9ypg695t,Neasden,TRUE,8
cr0mejz7nent,Nazeing,TRUE,9
cmgm2706d29t,Nayland,TRUE,0
c4y268p9m6dt,Nawton,TRUE,0
c680ypkenlmt,Navidale,TRUE,0
cn1mzljerget,Navestock,TRUE,0
ck7rdn2xe41t,Navershaw,TRUE,0
c7yjn8g6k1wt,Navenby,TRUE,1
cllmrkzw5p7t,Naust,TRUE,0
cgmxjyd1ze9t,Naunton,TRUE,0
cp29jzedmlnt,Natland,TRUE,1
c8zwn8k97lwt,Nateby,TRUE,0
cxrlk4yw800t,Nassington,TRUE,0
c27968gyrldt,Nash,TRUE,1
cy4ngm8ypj9t,Nash,TRUE,10
czm9g6852wnt,Naseby,TRUE,0
cjkm56d0wrxt,Narford,TRUE,0
cerlz5dgpjmt,Narborough,TRUE,0
cwdnmry51zrt,Narborough,TRUE,2
c51z9ypg6l5t,Narberth,TRUE,0
cdd52egw8ydt,Napton on the Hill,TRUE,1
cmgm2706d8mt,Nant-y-moel,TRUE,1
czm9g6852w7t,Nantyglo,TRUE,3
c680ypkenrzt,Nant-y-bwch,TRUE,2
cjkm56d0w8nt,Nantwich,TRUE,2
cerlz5dgp8xt,Nantmel,TRUE,0
cwdnmry51p5t,Nantlle,TRUE,0
c51z9ypg6d0t,Nantglyn,TRUE,1
cdd52egw8m6t,Nantgarw,TRUE,7
cr0mejz7np9t,Nantgaredig,TRUE,0
c4y268p9m5pt,Nantcwnlle,TRUE,0
c7yjn8g6k44t,Nannerch,TRUE,1
cllmrkzw5yet,Nancekuke,TRUE,0
cgmxjyd1z85t,Nairn,TRUE,0
c1kr68g2djpt,Nailsworth,TRUE,3
c8zwn8k97mrt,Nailsea,TRUE,6
cp29jzedmpzt,Nafferton,TRUE,2
c90ek8r5l12t,Nacton,TRUE,12
cxrlk4yw8pzt,Naburn,TRUE,9
cy4ngm8yp94t,Myton on Swale,TRUE,0
c27968gyrwrt,Mytholmroyd,TRUE,0
c0n168gw50rt,Mytholm,TRUE,1
czm9g6852p7t,Mytchett,TRUE,4
cwdnmry51w5t,Mynyddislwyn,TRUE,0
cerlz5dgp1xt,Mynachlogddu,TRUE,0
cdd52egw896t,Mylor Bridge,TRUE,3
c51z9ypg6m0t,Mydroilin,TRUE,0
c680ypke4xjt,Meidrim,TRUE,0
cmgm2706d5mt,Myddle,TRUE,3
cr0mejz7n69t,Myddfai,TRUE,0
c4y268p9m4pt,Mybster,TRUE,0
c680ypken6zt,Muxton,TRUE,8
cn1mzljerdzt,Muthill,TRUE,0
cllmrkzw5eet,Muston,TRUE,0
c1kr68g2d5pt,Musselburgh,TRUE,1
cp29jzedm4zt,Musbury,TRUE,2
cxrlk4yw8ezt,Murton,TRUE,4
c90ek8r5lp2t,Murton,TRUE,0
cy4ngm8yp54t,Murston,TRUE,0
c27968gyrdrt,Mursley,TRUE,1
czm9g6852d7t,Murrow,TRUE,0
c0n168gw5ert,Murroes,TRUE,3
cjkm56d0w4nt,Munslow,TRUE,0
c51z9ypg6x0t,Munlochy,TRUE,0
cwdnmry5145t,Mungrisdale,TRUE,0
cdd52egw8j6t,Mundon,TRUE,1
c4y268p9mxpt,Mundford,TRUE,1
cmgm2706dnmt,Mundesley,TRUE,0
c680ypkenxzt,Mumby,TRUE,0
cdd52egw9rjt,The Mumbles,TRUE,17
cn1mzljeryzt,Mulvin,TRUE,0
ck7rdn2xem4t,Mullion,TRUE,2
c7yjn8g6kx4t,Mullans Town,TRUE,0
cllmrkzw56et,Mullaghbane,TRUE,0
cgmxjyd1z55t,Mulben,TRUE,0
c1kr68g2dxpt,Mulbarton,TRUE,2
c8zwn8k97xrt,Muker,TRUE,0
cy4ngm8yp64t,Muir of Ord,TRUE,0
c27968gyrxrt,Muir of Kinellar,TRUE,0
cp29jzedm0zt,Muirkirk,TRUE,0
cxrlk4yw8mzt,Muirhead,TRUE,3
c0n168gw5xrt,Muggleswick,TRUE,0
czm9g6852n7t,Mugginton,TRUE,3
cwdnmry51k5t,Mugeary,TRUE,1
cerlz5dgp4xt,Mugdock,TRUE,1
c51z9ypg6j0t,Mudford,TRUE,2
cdd52egw8r6t,Muckton,TRUE,0
c4y268p9m0pt,Mucklestone,TRUE,0
cmgm2706djmt,Muckamore,TRUE,1
c7yjn8g6ke4t,Much Wenlock,TRUE,0
cllmrkzw50et,Much Marcle,TRUE,0
cgmxjyd1z65t,Much Hoole,TRUE,2
c1kr68g2dppt,Much Hadham,TRUE,1
c680ypkenwzt,Muchelney,TRUE,0
c8zwn8k975rt,Much Dewchurch,TRUE,0
cp29jzedm5zt,Much Cowarne,TRUE,0
c90ek8r5ld2t,Much Birch,TRUE,0
cn1mzljerwzt,Muchalls,TRUE,2
cy4ngm8ypz4t,Moylgrove,TRUE,1
cxrlk4yw82zt,Moyle,TRUE,0
c27968gyr2rt,Moyarget,TRUE,0
czm9g6852y7t,Moyallan,TRUE,2
c0n168gw5prt,Moyad,TRUE,0
cwdnmry5195t,Moy,TRUE,1
cjkm56d0wxnt,Moy,TRUE,0
cerlz5dgp9xt,Mowsley,TRUE,1
c51z9ypg6e0t,Mowhan,TRUE,0
cdd52egw8p6t,Mow Cop,TRUE,4
c27968gyr05t,Mouswald,TRUE,0
czm9g685218t,Mousehole,TRUE,8
c0n168gw521t,Mourne Beg,TRUE,0
c680ypken5pt,Mount Vernon,TRUE,24
cjkm56d0wxgt,Mountstuart,TRUE,1
cwdnmry519mt,Mountsorrel,TRUE,3
cllmrkzw515t,Mount Pleasant,TRUE,1
c7yjn8g6kdyt,Mount Norris,TRUE,0
cerlz5dgp9jt,Mountnessing,TRUE,0
cdd52egw8p9t,Mountjoy,TRUE,1
cgmxjyd1zpgt,Mount Hamilton,TRUE,0
cr0mejz7n1wt,Mountfield,TRUE,0
c51z9ypg6edt,Mountfield,TRUE,0
c1kr68g2dzmt,Mount Bures,TRUE,0
c4y268p9mw0t,Mountblairy,TRUE,2
cmgm2706d11t,Mountain Ash,TRUE,9
c8zwn8k9781t,Moulton St Michael,TRUE,2
cp29jzedmzdt,Moulton Chapel,TRUE,1
c27968gyr85t,Moulton,TRUE,0
cy4ngm8ypmlt,Moulton,TRUE,1
cxrlk4yw847t,Moulton,TRUE,10
c90ek8r5l8zt,Moulton,TRUE,2
czm9g685268t,Moulsoe,TRUE,5
c0n168gw581t,Moulsford,TRUE,1
cjkm56d0w6gt,Moulin,TRUE,0
cwdnmry51rmt,Mouldsworth,TRUE,0
cr0mejz7njwt,Moulton St Michael,TRUE,3
cdd52egw8e9t,Mottistone,TRUE,0
c4y268p9m80t,Mottisfont,TRUE,0
c680ypkenppt,Motherwell,TRUE,4
cn1mzljerlxt,Motcombe,TRUE,1
ck7rdn2xen5t,Mostyn,TRUE,2
cllmrkzw5k5t,Mosterton,TRUE,0
cy4ngm8ypxlt,Moss-side,TRUE,0
c1kr68g2d8mt,Mossley,TRUE,7
c8zwn8k97g1t,Mossend,TRUE,5
cp29jzedmxdt,Mossbay,TRUE,3
cxrlk4yw8x7t,Mossbank,TRUE,0
c27968gyrm5t,Moss,TRUE,0
c0n168gw5y1t,Moseley,TRUE,44
cjkm56d0wlgt,Mosedale,TRUE,0
cwdnmry51xmt,Mosborough,TRUE,1
cerlz5dgpmjt,Morwenstow,TRUE,0
c51z9ypg6kdt,Morville,TRUE,1
cr0mejz7nxwt,Morvil,TRUE,0
cdd52egw849t,Morvich,TRUE,0
c4y268p9mn0t,Morval,TRUE,1
cmgm2706dx1t,Morvah,TRUE,0
cllmrkzw5x5t,Morton,TRUE,1
ck7rdn2xey5t,Morton,TRUE,4
c680ypken7pt,Morton,TRUE,2
cn1mzljerxxt,Morton,TRUE,0
c7yjn8g6klyt,Mortimer West End,TRUE,3
cgmxjyd1zngt,Mortimer Common,TRUE,3
c8zwn8k9741t,Mortehoe,TRUE,0
c1kr68g2d4mt,Morston,TRUE,0
cp29jzedm6dt,Morriston,TRUE,19
c90ek8r5lmzt,Morpeth,TRUE,2
cy4ngm8yp0lt,Morningside,TRUE,1
cywd23g040pt,Morley,TRUE,27
cjkm56d0wegt,Morland,TRUE,0
czm9g6852j8t,Morfa Nefyn,TRUE,1
cwdnmry512mt,Morfa,TRUE,0
c51z9ypg65dt,Moreton Say,TRUE,0
cdd52egw819t,Moreton Pinkney,TRUE,0
cr0mejz7nkwt,Moreton on Lugg,TRUE,3
c4y268p9me0t,Moreton in Marsh,TRUE,0
cerlz5dgp2jt,Moretonhampstead,TRUE,0
cmgm2706dr1t,Moreton Corbet,TRUE,2
ck7rdn2xe55t,Moreton,TRUE,5
cn1mzljer4xt,Moreton,TRUE,0
c680ypkendpt,Moreton,TRUE,0
c7yjn8g6kryt,Morestead,TRUE,1
cllmrkzw5d5t,Morenish,TRUE,0
cgmxjyd1z0gt,Moreleigh,TRUE,0
cjkm56d0wkgt,Morcombelake,TRUE,1
c1kr68g2d0mt,Morecambe,TRUE,3
cp29jzedm2dt,Morebattle,TRUE,0
c8zwn8k97z1t,Morebath,TRUE,0
c90ek8r5l0zt,More,TRUE,0
cxrlk4yw8r7t,Mordington Mains,TRUE,3
c27968gyr75t,Mordiford,TRUE,3
czm9g6852m8t,Morden,TRUE,8
cy4ngm8yp4lt,Morden,TRUE,0
c0n168gw5n1t,Morcott,TRUE,1
cerlz5dgprjt,Morchard Bishop,TRUE,0
cwdnmry51dmt,Morborne,TRUE,0
c27968gyr7xt,Moortown,TRUE,23
cdd52egw8d9t,Moortown,TRUE,1
czm9g6852myt,Moorthorpe,TRUE,1
c0n168gw5n2t,Moorside Edge,TRUE,9
cjkm56d0wk6t,Moorside,TRUE,5
cerlz5dgpr2t,Moorsholm,TRUE,1
cwdnmry51dxt,Moorhampton,TRUE,0
cdd52egw8d8t,Moorfields,TRUE,0
cr0mejz7n05t,Moorefield,TRUE,2
c4y268p9mygt,Moore,TRUE,5
cmgm2706ddet,Moorby,TRUE,1
ck7rdn2xee0t,Moonzie,TRUE,0
cllmrkzw559t,Monzie,TRUE,0
cgmxjyd1zzdt,Monymusk,TRUE,0
c1kr68g2ddrt,Monyash,TRUE,2
c8zwn8k977jt,Monxton,TRUE,0
cp29jzedmmjt,Montrose,TRUE,0
c90ek8r5ll9t,Montgomery,TRUE,2
cy4ngm8ypp5t,Montacute,TRUE,2
cwdnmry511xt,Monreith,TRUE,0
cerlz5dgpp2t,Monmouth,TRUE,0
cdd52egw888t,Monmore Green,TRUE,10
cr0mejz7nn5t,Monkwearmouth,TRUE,7
cmgm2706dzet,Monkton Deverill,TRUE,0
c7yjn8g6kmzt,Monkton,TRUE,0
ck7rdn2xe90t,Monkton,TRUE,0
cn1mzljer07t,Monkton,TRUE,0
c680ypken4et,Monkswood,TRUE,1
cllmrkzw529t,Monkstadt,TRUE,1
c8zwn8k976jt,Monks Risborough,TRUE,0
c27968gyrext,Monk Sherborne,TRUE,2
c90ek8r5ln9t,Monks Eleigh,TRUE,1
c1kr68g2dwrt,Monkseaton,TRUE,4
cy4ngm8ypk5t,Monk Okehampton,TRUE,0
cp29jzedmyjt,Monknash,TRUE,2
cxrlk4yw8npt,Monkleigh,TRUE,0
c0n168gw5j2t,Monkhopton,TRUE,0
czm9g68527yt,Monk Fryston,TRUE,3
cjkm56d0wp6t,Monington,TRUE,1
cwdnmry516xt,Monimail,TRUE,0
cerlz5dgp72t,Monikie,TRUE,1
c51z9ypg6r1t,Monifieth,TRUE,1
cdd52egw8k8t,Moniaive,TRUE,0
cr0mejz7n55t,Mongewell,TRUE,1
cmgm2706d9et,Moneyreagh,TRUE,1
c680ypken9et,Moneyneany,TRUE,0
c4y268p9mdgt,Moneymore,TRUE,3
cn1mzljer27t,Moneydig,TRUE,0
ck7rdn2xeg0t,Monessie,TRUE,0
c7yjn8g6k2zt,Monea,TRUE,0
c8zwn8k970jt,Mollington,TRUE,5
cgmxjyd1zrdt,Mollington,TRUE,5
cllmrkzw589t,Mollinburn,TRUE,2
cp29jzedmwjt,Molland,TRUE,0
c1kr68g2dmrt,Molesworth,TRUE,0
cxrlk4yw89pt,Molesey,TRUE,2
c90ek8r5lw9t,Mold,TRUE,2
c27968gyrnxt,Molash,TRUE,0
czm9g68520yt,Moira,TRUE,2
cy4ngm8yp25t,Moira,TRUE,4
cjkm56d0w76t,Moffat,TRUE,1
cwdnmry518xt,Moel-tryfan,TRUE,0
cr0mejz7nr5t,Moelfre,TRUE,1
cerlz5dgpw2t,Moddershall,TRUE,1
c51z9ypg681t,Modbury,TRUE,1
c4y268p9mggt,Mockerkin,TRUE,0
c680ypke4met,Mochdre,TRUE,1
cmgm2706zeet,Mochdre,TRUE,0
cn1mzlje097t,Moccas,TRUE,0
ck7rdn2x9j0t,Mobberley,TRUE,4
c7yjn8g6m5zt,Mixbury,TRUE,1
cllmrkzw2n9t,Mitton,TRUE,0
c1kr68g2wert,Mitford,TRUE,2
c90ek8r5ng9t,Mitchel Troy,TRUE,0
c8zwn8k961jt,Mitchell,TRUE,0
cp29jzedyrjt,Mitcheldean,TRUE,1
cxrlk4ywn5pt,Mitcham,TRUE,10
cy4ngm8ykd5t,Mistley,TRUE,1
c0n168gwj72t,Misterton,TRUE,0
c27968gyezxt,Misterton,TRUE,0
czm9g6857zyt,Misson,TRUE,0
cwdnmry56jxt,Miserden,TRUE,0
cerlz5dg7e2t,Mirfield,TRUE,13
c51z9ypgrw1t,Minworth,TRUE,1
cdd52egwk78t,Minwear,TRUE,0
c27968gyezet,Minto,TRUE,0
czm9g6857z0t,Mintlaw,TRUE,0
cjkm56d0p00t,Minster Lovell,TRUE,2
c0n168gwjw7t,Minsterley,TRUE,1
cerlz5dg7g0t,Minster (Isle of Sheppey),TRUE,0
cwdnmry565lt,Minster (Thanet),TRUE,3
c51z9ypgrg7t,Minstead,TRUE,1
cdd52egwkwxt,Minnigaff,TRUE,1
cr0mejz757zt,Miningsby,TRUE,0
cmgm2706z64t,Minffordd,TRUE,0
c680ypke4eyt,Minety,TRUE,1
cn1mzlje0egt,Minera,TRUE,6
ck7rdn2x9x8t,Minehead,TRUE,0
c7yjn8g6m6pt,Minchinhampton,TRUE,3
c1kr68g2w2zt,Minard,TRUE,0
c8zwn8k9698t,Milwich,TRUE,0
cp29jzedydxt,Milverton,TRUE,1
c90ek8r5n5mt,Milton Regis,TRUE,0
cy4ngm8ykypt,Milton of Murtle,TRUE,0
c27968gyeyet,Milton of Balgonie,TRUE,0
cjkm56d0p10t,Milton of Auchinhove,TRUE,0
cwdnmry56llt,Milton of Abercairny,TRUE,0
cerlz5dg7x0t,Milton Keynes,TRUE,6
cdd52egwknxt,Milton Ernest,TRUE,2
cr0mejz75gzt,Milton Damerel,TRUE,0
cn1mzlje07gt,Milton Bryan,TRUE,1
c680ypke4jyt,Milton Abbot,TRUE,0
c7yjn8g6m7pt,Milton Abbas,TRUE,0
c27968gye4et,Milton,TRUE,0
cxrlk4ywndrt,Milton,TRUE,0
cy4ngm8ykept,Milton,TRUE,18
c90ek8r5nzmt,Milton,TRUE,11
cp29jzedy7xt,Milton,TRUE,10
cgmxjyd1g46t,Milton,TRUE,1
c8zwn8k9628t,Milton,TRUE,1
czm9g685740t,Milston,TRUE,0
c0n168gwjm7t,Milovaig,TRUE,0
cjkm56d0pz0t,Milnthorpe,TRUE,1
cwdnmry56elt,Milnrow,TRUE,10
cerlz5dg700t,Milngavie,TRUE,1
c51z9ypgr07t,Milnathort,TRUE,0
cr0mejz758zt,Millwall,TRUE,17
cwdnmkzrdjjt,Milltown of Auchindown,TRUE,0
c7yjn8g6mwpt,Milltown,TRUE,1
ck7rdn2x908t,Milltown,TRUE,0
cn1mzlje0ngt,Milltown,TRUE,0
c680ypke41yt,Milltown,TRUE,0
cmgm2706zy4t,Milltown,TRUE,0
c4y268p9dz2t,Milltown,TRUE,0
cdd52egwkzxt,Milltown,TRUE,0
cllmrkzw246t,Milltimber,TRUE,0
cgmxjyd1gw6t,Millthrop,TRUE,0
c1kr68g2wyzt,Millthorpe,TRUE,0
c8zwn8k96e8t,Millport,TRUE,0
cp29jzedygxt,Millom,TRUE,0
cmgm2706zp4t,Mill of Fortune,TRUE,0
cn1mzlje0kgt,Mill Loughan,TRUE,0
cxrlk4ywn7rt,Millisle,TRUE,0
c90ek8r5n7mt,Millington,TRUE,0
cy4ngm8yk7pt,Millikenpark,TRUE,6
c7yjn8g6mzpt,Mill Hill,TRUE,10
czm9g6857l0t,Millford,TRUE,2
c0n168gwj47t,Millers Dale,TRUE,0
cjkm56d0py0t,Millerhill,TRUE,1
cdd52egwk6xt,Millbrook,TRUE,9
c51z9ypgr77t,Millbrook,TRUE,1
cerlz5dg7n0t,Millbrook,TRUE,19
cllmrkzw276t,Milford on Sea,TRUE,1
c1kr68g2w1zt,Milford Haven,TRUE,0
cxrlk4ywngrt,Milford,TRUE,0
cp29jzedykxt,Milford,TRUE,0
c8zwn8k96y8t,Milford,TRUE,0
c90ek8r5njmt,Milfield,TRUE,0
cy4ngm8yklpt,Mileham,TRUE,1
czm9g6857r0t,Mile End,TRUE,8
cerlz5dg7k0t,Mildenhall,TRUE,3
cwdnmry56glt,Mildenhall,TRUE,0
c51z9ypgr47t,Milburn,TRUE,0
cdd52egwkxxt,Milbourne,TRUE,2
c27968gye5gt,Milborne St Andrew,TRUE,0
czm9g6857k9t,Milborne Port,TRUE,0
c0n168gwj9kt,Migvie,TRUE,0
cn1mzlje0m4t,Mid Yell,TRUE,0
cwdnmry56gzt,Midtown Brae,TRUE,0
c51z9ypgr4mt,Midsomer Norton,TRUE,0
cerlz5dg7k8t,Midlem,TRUE,0
c680ypke407t,Mid Kelton,TRUE,1
cdd52egwkxjt,Midhurst,TRUE,0
cr0mejz759yt,Midgham,TRUE,1
c4y268p9drwt,Midford,TRUE,2
c680ypke4g7t,Middlezoy,TRUE,0
c27968gye9gt,Middle Winterslow,TRUE,0
cn1mzlje054t,Middlewich,TRUE,0
cjkm56d0pm5t,Middle Wallop,TRUE,0
czm9g685799t,Middle Tysoe,TRUE,0
c7yjn8g6m9kt,Middletown,TRUE,0
cgmxjyd1g9rt,Middleton upon Leven,TRUE,3
c1kr68g2wget,Middleton Tyas,TRUE,0
c8zwn8k96k9t,Middleton Stoney,TRUE,1
c90ek8r5nr7t,Middleton on the Wolds,TRUE,0
cxrlk4ywnygt,Middleton on the Hill,TRUE,1
ck7rdn2x9k7t,Middleton-on-Sea,TRUE,0
cp29jzedye7t,Middleton One Row,TRUE,1
cy4ngm8yk8rt,Middleton in Teesdale,TRUE,0
c27968gyeggt,Middleton Fossoway,TRUE,0
ck7rdn2x927t,Middleton,TRUE,0
c7yjn8g6mgkt,Middleton,TRUE,0
c680ypke4k7t,Middleton,TRUE,1
cn1mzlje0j4t,Middleton,TRUE,3
cmgm2706z07t,Middleton,TRUE,1
c4y268p9dpwt,Middleton,TRUE,6
cr0mejz75zyt,Middleton,TRUE,3
cdd52egwkgjt,Middleton,TRUE,3
c51z9ypgrpmt,Middleton,TRUE,2
cerlz5dg7d8t,Middleton,TRUE,1
cwdnmry56yzt,Middleton,TRUE,1
cjkm56d0pd5t,Middleton,TRUE,1
c0n168gwjgkt,Middleton,TRUE,0
cwdnmry56nzt,Middle Street,TRUE,2
cllmrkzw2z2t,Middlestown,TRUE,11
cgmxjyd1gdrt,Middlesmoor,TRUE,0
c8zwn8k96w9t,Middlesbrough,TRUE,12
cerlz5dg7l8t,Middle Rasen,TRUE,0
c51z9ypgrzmt,Middle Ord,TRUE,2
cdd52egwk5jt,Middle Mill,TRUE,0
cr0mejz75myt,Middle Kames,TRUE,0
c90ek8r5ne7t,Middlehill,TRUE,1
cxrlk4ywnlgt,Middleham,TRUE,0
cmgm2706zm7t,Middle Claydon,TRUE,0
c4y268p9d2wt,Middle Chinnock,TRUE,0
cy4ngm8yknrt,Middlebie,TRUE,0
c7yjn8g6mjkt,Middle Aston,TRUE,0
cllmrkzw2m2t,Mid Clyth,TRUE,0
cgmxjyd1gxrt,Mid Calder,TRUE,1
c8zwn8k96j9t,Mickley,TRUE,1
c1kr68g2w7et,Mickley,TRUE,0
c0n168gwjkkt,Mickle Trafford,TRUE,5
c90ek8r5ny7t,Mickleton,TRUE,0
cp29jzedyn7t,Mickleton,TRUE,1
cy4ngm8ykwrt,Mickleover,TRUE,22
cxrlk4ywnjgt,Micklehurst,TRUE,7
c27968gyekgt,Mickleham,TRUE,0
cr0mejz709kt,Old Micklefield,TRUE,0
czm9g6857e9t,Mickleby,TRUE,0
cjkm56d0pg5t,Mickfield,TRUE,2
cwdnmry560zt,Michelmersh,TRUE,0
cerlz5dg768t,Micheldever,TRUE,0
c51z9ypgr2mt,Michaelstow,TRUE,1
cdd52egwkljt,Michaelchurch Escley,TRUE,1
cr0mejz754yt,Meysey Hampton,TRUE,1
cmgm2706z47t,Meyllteyrn,TRUE,0
c680ypke4z7t,Mey,TRUE,0
cn1mzlje064t,Mexborough,TRUE,3
ck7rdn2x967t,Mevagissey,TRUE,0
c7yjn8g6m0kt,Mettingham,TRUE,0
cllmrkzw2g2t,Methwold,TRUE,0
cgmxjyd1g7rt,Methven,TRUE,0
c8zwn8k96n9t,Methlick,TRUE,0
c1kr68g2w6et,Methley,TRUE,8
cp29jzedyj7t,Methil,TRUE,0
c90ek8r5nk7t,Metheringham,TRUE,0
cxrlk4ywnkgt,Metfield,TRUE,0
cy4ngm8ykgrt,Messingham,TRUE,4
c27968gye6gt,Messing,TRUE,0
c0n168gwj6kt,Meshaw,TRUE,0
cjkm56d0p55t,Merton,TRUE,0
cwdnmry56mzt,Merton,TRUE,1
